play_id,game_id,timestamp,player_id,action_type,shot_type,distance_ft,is_made,quarter,time_remaining
P0058,0042500317,2026-06-01T03:40:47Z,PL_1631096,Substitution,2PT,0.0,False,1,PT06M33.00S
P0059,0042500317,2026-06-01T03:40:52Z,PL_1641705,Substitution,2PT,0.0,False,1,PT06M33.00S
P0060,0042500317,2026-06-01T03:40:57Z,PL_1628368,Substitution,2PT,0.0,False,1,PT06M33.00S
P0064,0042500317,2026-06-01T03:41:02Z,PL_1641717,Missed Shot,3PT,27.0,False,1,PT06M20.00S
P0065,0042500317,2026-06-01T03:41:07Z,PL_1628392,Rebound,2PT,0.0,False,1,PT06M16.00S
P0066,0042500317,2026-06-01T03:41:12Z,PL_1642272,Missed Shot,3PT,25.0,False,1,PT06M14.00S
P0067,0042500317,2026-06-01T03:41:17Z,PL_1641717,Rebound,2PT,0.0,False,1,PT06M14.00S
P0068,0042500317,2026-06-01T03:41:22Z,PL_1641717,Made Shot,3PT,0.0,False,1,PT06M04.00S
P0070,0042500317,2026-06-01T03:41:27Z,PL_1630170,Made Shot,3PT,26.0,False,1,PT05M51.00S
P0072,0042500317,2026-06-01T03:41:32Z,PL_1627936,Made Shot,2PT,1.0,False,1,PT05M42.00S
P0073,0042500317,2026-06-01T03:41:37Z,PL_1642264,Made Shot,2PT,3.0,False,1,PT05M30.00S
P0074,0042500317,2026-06-01T03:41:42Z,PL_1628983,Foul,2PT,0.0,False,1,PT05M30.00S
P0076,0042500317,2026-06-01T03:41:47Z,PL_1642264,Free Throw,FT,0.0,False,1,PT05M30.00S
P0077,0042500317,2026-06-01T03:41:52Z,PL_1628392,Turnover,2PT,0.0,False,1,PT05M15.00S
P0077,0042500317,2026-06-01T03:41:57Z,PL_1630577,,2PT,0.0,False,1,PT05M15.00S
P0079,0042500317,2026-06-01T03:42:02Z,PL_1630577,Made Shot,3PT,24.0,False,1,PT05M07.00S
P0081,0042500317,2026-06-01T03:42:07Z,PL_1642272,Made Shot,2PT,4.0,False,1,PT04M48.00S
P0082,0042500317,2026-06-01T03:42:12Z,PL_1642264,Missed Shot,3PT,25.0,False,1,PT04M33.00S
P0083,0042500317,2026-06-01T03:42:17Z,PL_1627936,Rebound,2PT,0.0,False,1,PT04M30.00S
P0084,0042500317,2026-06-01T03:42:22Z,PL_1642272,Made Shot,3PT,0.0,False,1,PT04M25.00S
P0086,0042500317,2026-06-01T03:42:27Z,PL_1610612759,Timeout,2PT,0.0,False,1,PT04M24.00S
P0088,0042500317,2026-06-01T03:42:32Z,PL_1641717,Substitution,2PT,0.0,False,1,PT04M24.00S
P0089,0042500317,2026-06-01T03:42:37Z,PL_1628392,Substitution,2PT,0.0,False,1,PT04M24.00S
P0090,0042500317,2026-06-01T03:42:42Z,PL_1630577,Substitution,2PT,0.0,False,1,PT04M24.00S
P0091,0042500317,2026-06-01T03:42:47Z,PL_1628436,Substitution,2PT,0.0,False,1,PT04M24.00S
P0096,0042500317,2026-06-01T03:42:52Z,PL_1642264,Missed Shot,2PT,4.0,False,1,PT04M07.00S
P0097,0042500317,2026-06-01T03:42:57Z,PL_1631119,Rebound,2PT,0.0,False,1,PT04M05.00S
P0098,0042500317,2026-06-01T03:43:02Z,PL_1631096,Turnover,2PT,0.0,False,1,PT04M00.00S
P0098,0042500317,2026-06-01T03:43:07Z,PL_1629640,,2PT,0.0,False,1,PT04M00.00S
P0100,0042500317,2026-06-01T03:43:12Z,PL_1642264,Turnover,2PT,0.0,False,1,PT03M54.00S
P0100,0042500317,2026-06-01T03:43:17Z,PL_1642272,,2PT,0.0,False,1,PT03M54.00S
P0102,0042500317,2026-06-01T03:43:22Z,PL_1642844,Foul,2PT,0.0,False,1,PT03M49.00S
P0104,0042500317,2026-06-01T03:43:27Z,PL_1628983,Free Throw,FT,0.0,False,1,PT03M49.00S
P0105,0042500317,2026-06-01T03:43:32Z,PL_1642264,Substitution,2PT,0.0,False,1,PT03M49.00S
P0107,0042500317,2026-06-01T03:43:37Z,PL_1628983,Free Throw,FT,0.0,False,1,PT03M49.00S
P0108,0042500317,2026-06-01T03:43:42Z,PL_1641705,Missed Shot,2PT,22.0,False,1,PT03M26.00S
P0109,0042500317,2026-06-01T03:43:47Z,PL_1628983,Rebound,2PT,0.0,False,1,PT03M23.00S
P0110,0042500317,2026-06-01T03:43:52Z,PL_1628983,Missed Shot,3PT,25.0,False,1,PT03M07.00S
P0111,0042500317,2026-06-01T03:43:57Z,PL_1631119,Rebound,2PT,0.0,False,1,PT03M05.00S
P0112,0042500317,2026-06-01T03:44:02Z,PL_1631119,Missed Shot,3PT,25.0,False,1,PT02M56.00S
P0113,0042500317,2026-06-01T03:44:07Z,PL_1630170,Rebound,2PT,0.0,False,1,PT02M53.00S
P0114,0042500317,2026-06-01T03:44:12Z,PL_1630170,Missed Shot,2PT,10.0,False,1,PT02M42.00S
P0115,0042500317,2026-06-01T03:44:17Z,PL_1631119,Rebound,2PT,0.0,False,1,PT02M40.00S
P0116,0042500317,2026-06-01T03:44:22Z,PL_1642272,Missed Shot,3PT,25.0,False,1,PT02M34.00S
P0117,0042500317,2026-06-01T03:44:27Z,PL_1631096,Rebound,2PT,0.0,False,1,PT02M32.00S
P0118,0042500317,2026-06-01T03:44:32Z,PL_1629640,Foul,2PT,0.0,False,1,PT02M32.00S
P0120,0042500317,2026-06-01T03:44:37Z,PL_1631119,Substitution,2PT,0.0,False,1,PT02M32.00S
P0122,0042500317,2026-06-01T03:44:42Z,PL_1629026,Missed Shot,3PT,26.0,False,1,PT02M22.00S
P0123,0042500317,2026-06-01T03:44:47Z,PL_1641705,Rebound,2PT,0.0,False,1,PT02M18.00S
P0124,0042500317,2026-06-01T03:44:52Z,PL_1642844,Made Shot,2PT,3.0,False,1,PT02M07.00S
P0125,0042500317,2026-06-01T03:44:57Z,PL_1628983,Missed Shot,2PT,8.0,False,1,PT01M53.00S
P0126,0042500317,2026-06-01T03:45:02Z,PL_1630170,Rebound,2PT,0.0,False,1,PT01M51.00S
P0127,0042500317,2026-06-01T03:45:07Z,PL_1642272,Foul,2PT,0.0,False,1,PT01M49.00S
P0129,0042500317,2026-06-01T03:45:12Z,PL_1630170,Free Throw,FT,0.0,False,1,PT01M49.00S
P0130,0042500317,2026-06-01T03:45:17Z,PL_1642844,Substitution,2PT,0.0,False,1,PT01M49.00S
P0132,0042500317,2026-06-01T03:45:22Z,PL_1630170,Free Throw,FT,0.0,False,1,PT01M49.00S
P0133,0042500317,2026-06-01T03:45:27Z,PL_1627936,Missed Shot,3PT,24.0,False,1,PT01M25.00S
P0134,0042500317,2026-06-01T03:45:32Z,PL_1641705,Rebound,2PT,0.0,False,1,PT01M20.00S
P0135,0042500317,2026-06-01T03:45:37Z,PL_1630577,Turnover,2PT,0.0,False,1,PT01M12.00S
P0136,0042500317,2026-06-01T03:45:42Z,PL_1631096,Substitution,2PT,0.0,False,1,PT01M12.00S
P0137,0042500317,2026-06-01T03:45:47Z,PL_1629640,Substitution,2PT,0.0,False,1,PT01M12.00S
P0138,0042500317,2026-06-01T03:45:52Z,PL_1630170,Substitution,2PT,0.0,False,1,PT01M12.00S
P0142,0042500317,2026-06-01T03:45:57Z,PL_1627936,Missed Shot,3PT,25.0,False,1,PT00M53.80S
P0143,0042500317,2026-06-01T03:46:02Z,PL_1629026,Rebound,2PT,0.0,False,1,PT00M53.10S
P0144,0042500317,2026-06-01T03:46:07Z,PL_1629026,Made Shot,2PT,0.0,False,1,PT00M53.10S
P0145,0042500317,2026-06-01T03:46:12Z,PL_1641705,Foul,2PT,0.0,False,1,PT00M40.20S
P0150,0042500317,2026-06-01T03:46:17Z,PL_1641705,Turnover,2PT,0.0,False,1,PT00M40.20S
P0147,0042500317,2026-06-01T03:46:22Z,PL_1610612760,Timeout,2PT,0.0,False,1,PT00M40.20S
P0148,0042500317,2026-06-01T03:46:27Z,PL_1627327,Foul,2PT,0.0,False,1,PT00M40.20S
P0149,0042500317,2026-06-01T03:46:32Z,PL_145,Instant Replay,2PT,0.0,False,1,PT00M40.20S
P0151,0042500317,2026-06-01T03:46:37Z,PL_1627936,Substitution,2PT,0.0,False,1,PT00M40.20S
P0153,0042500317,2026-06-01T03:46:42Z,PL_1641705,Free Throw,FT,0.0,False,1,PT00M40.20S
P0154,0042500317,2026-06-01T03:46:47Z,PL_1642272,Missed Shot,2PT,2.0,False,1,PT00M22.50S
P0155,0042500317,2026-06-01T03:46:52Z,PL_1610612760,Rebound,2PT,0.0,False,1,PT00M22.50S
P0156,0042500317,2026-06-01T03:46:57Z,PL_1642264,Foul,2PT,0.0,False,1,PT00M22.50S
P0158,0042500317,2026-06-01T03:47:02Z,PL_1642272,Made Shot,3PT,26.0,False,1,PT00M15.80S
P0160,0042500317,2026-06-01T03:47:07Z,PL_1628368,Missed Shot,3PT,0.0,False,1,PT00M03.90S
P0161,0042500317,2026-06-01T03:47:12Z,PL_1641717,Rebound,2PT,0.0,False,1,PT00M00.80S
P0163,0042500317,2026-06-01T03:47:22Z,PL_1610612760,Rebound,2PT,0.0,False,1,PT00M00.10S
P0170,0042500317,2026-06-01T03:47:37Z,PL_1628983,Made Shot,2PT,13.0,False,2,PT11M46.00S
P0172,0042500317,2026-06-01T03:47:42Z,PL_1642844,Made Shot,3PT,27.0,False,2,PT11M27.00S
P0174,0042500317,2026-06-01T03:47:47Z,PL_1627936,Missed Shot,3PT,25.0,False,2,PT11M07.00S
P0175,0042500317,2026-06-01T03:47:52Z,PL_1610612759,Rebound,2PT,0.0,False,2,PT11M07.00S
P0176,0042500317,2026-06-01T03:47:57Z,PL_1628392,Foul,2PT,0.0,False,2,PT11M07.00S
P0178,0042500317,2026-06-01T03:48:02Z,PL_1628983,Substitution,2PT,0.0,False,2,PT11M07.00S
P0180,0042500317,2026-06-01T03:48:07Z,PL_1642264,Missed Shot,3PT,26.0,False,2,PT10M45.00S
P0181,0042500317,2026-06-01T03:48:12Z,PL_1642272,Rebound,2PT,0.0,False,2,PT10M41.00S
P0182,0042500317,2026-06-01T03:48:17Z,PL_1642272,Missed Shot,2PT,11.0,False,2,PT10M20.00S
P0183,0042500317,2026-06-01T03:48:22Z,PL_1610612760,Rebound,2PT,0.0,False,2,PT10M20.00S
P0184,0042500317,2026-06-01T03:48:27Z,PL_1641705,Foul,2PT,0.0,False,2,PT10M20.00S
P0186,0042500317,2026-06-01T03:48:32Z,PL_1628392,Made Shot,2PT,5.0,False,2,PT10M12.00S
P0188,0042500317,2026-06-01T03:48:37Z,PL_203084,Missed Shot,3PT,0.0,False,2,PT09M55.00S
P0189,0042500317,2026-06-01T03:48:42Z,PL_1610612760,Rebound,2PT,0.0,False,2,PT09M55.00S
P0190,0042500317,2026-06-01T03:48:47Z,PL_1630577,Foul,2PT,0.0,False,2,PT09M55.00S
P0193,0042500317,2026-06-01T03:48:52Z,PL_1642264,Substitution,2PT,0.0,False,2,PT09M47.00S
P0194,0042500317,2026-06-01T03:48:57Z,PL_203084,Substitution,2PT,0.0,False,2,PT09M47.00S
P0197,0042500317,2026-06-01T03:49:02Z,PL_1642272,Made Shot,2PT,12.0,False,2,PT09M38.00S
P0198,0042500317,2026-06-01T03:49:07Z,PL_1628368,Made Shot,2PT,4.0,False,2,PT09M23.00S
P0199,0042500317,2026-06-01T03:49:12Z,PL_1628392,Missed Shot,2PT,12.0,False,2,PT09M05.00S
P0200,0042500317,2026-06-01T03:49:17Z,PL_1642844,Rebound,2PT,0.0,False,2,PT09M02.00S
P0201,0042500317,2026-06-01T03:49:22Z,PL_1641705,Made Shot,3PT,27.0,False,2,PT08M58.00S
P0203,0042500317,2026-06-01T03:49:27Z,PL_1610612760,Timeout,2PT,0.0,False,2,PT08M57.00S
P0204,0042500317,2026-06-01T03:49:32Z,PL_1628392,Substitution,2PT,0.0,False,2,PT08M57.00S
P0205,0042500317,2026-06-01T03:49:37Z,PL_1641705,Substitution,2PT,0.0,False,2,PT08M57.00S
P0208,0042500317,2026-06-01T03:49:42Z,PL_1627936,Missed Shot,2PT,4.0,False,2,PT08M32.00S
P0209,0042500317,2026-06-01T03:49:47Z,PL_1631119,Rebound,2PT,0.0,False,2,PT08M30.00S
P0210,0042500317,2026-06-01T03:49:52Z,PL_1631119,Made Shot,2PT,1.0,False,2,PT08M29.00S
P0211,0042500317,2026-06-01T03:49:57Z,PL_1628368,Missed Shot,3PT,27.0,False,2,PT08M10.00S
P0212,0042500317,2026-06-01T03:50:02Z,PL_1641717,Rebound,2PT,0.0,False,2,PT08M07.00S
P0213,0042500317,2026-06-01T03:50:07Z,PL_1641717,Missed Shot,3PT,27.0,False,2,PT07M59.00S
P0214,0042500317,2026-06-01T03:50:12Z,PL_1610612759,Rebound,2PT,0.0,False,2,PT07M59.00S
P0216,0042500317,2026-06-01T03:50:17Z,PL_1642272,Substitution,2PT,0.0,False,2,PT07M59.00S
P0217,0042500317,2026-06-01T03:50:22Z,PL_1630577,Substitution,2PT,0.0,False,2,PT07M59.00S
P0220,0042500317,2026-06-01T03:50:27Z,PL_1642844,Missed Shot,2PT,2.0,False,2,PT07M40.00S
P0220,0042500317,2026-06-01T03:50:32Z,PL_1631096,,2PT,0.0,False,2,PT07M40.00S
P0222,0042500317,2026-06-01T03:50:37Z,PL_1631119,Rebound,2PT,0.0,False,2,PT07M38.00S
P0223,0042500317,2026-06-01T03:50:42Z,PL_1627936,Missed Shot,2PT,2.0,False,2,PT07M33.00S
P0224,0042500317,2026-06-01T03:50:47Z,PL_1642868,Rebound,2PT,0.0,False,2,PT07M31.00S
P0225,0042500317,2026-06-01T03:50:52Z,PL_1642868,Made Shot,2PT,2.0,False,2,PT07M25.00S
P0227,0042500317,2026-06-01T03:50:57Z,PL_1628368,Foul,2PT,0.0,False,2,PT07M15.00S
P0229,0042500317,2026-06-01T03:51:02Z,PL_1628983,Free Throw,FT,0.0,False,2,PT07M15.00S
P0230,0042500317,2026-06-01T03:51:07Z,PL_1610612760,Rebound,2PT,0.0,False,2,PT07M15.00S
P0231,0042500317,2026-06-01T03:51:12Z,PL_1627936,Substitution,2PT,0.0,False,2,PT07M15.00S
P0232,0042500317,2026-06-01T03:51:17Z,PL_1642844,Substitution,2PT,0.0,False,2,PT07M15.00S
P0235,0042500317,2026-06-01T03:51:22Z,PL_1628983,Free Throw,FT,0.0,False,2,PT07M15.00S
P0236,0042500317,2026-06-01T03:51:27Z,PL_1628436,Rebound,2PT,0.0,False,2,PT07M13.00S
P0237,0042500317,2026-06-01T03:51:32Z,PL_1631096,Foul,2PT,0.0,False,2,PT07M02.00S
P0239,0042500317,2026-06-01T03:51:37Z,PL_1628436,Free Throw,FT,0.0,False,2,PT07M02.00S
P0240,0042500317,2026-06-01T03:51:42Z,PL_1628436,Free Throw,FT,0.0,False,2,PT07M02.00S
P0241,0042500317,2026-06-01T03:51:47Z,PL_1628983,Made Shot,3PT,25.0,False,2,PT06M51.00S
P0243,0042500317,2026-06-01T03:51:52Z,PL_1610612759,Timeout,2PT,0.0,False,2,PT06M45.00S
P0244,0042500317,2026-06-01T03:51:57Z,PL_1628436,Substitution,2PT,0.0,False,2,PT06M45.00S
P0245,0042500317,2026-06-01T03:52:02Z,PL_1642868,Substitution,2PT,0.0,False,2,PT06M45.00S
P0248,0042500317,2026-06-01T03:52:07Z,PL_1641705,Missed Shot,2PT,3.0,False,2,PT06M32.00S
P0249,0042500317,2026-06-01T03:52:12Z,PL_1631096,Rebound,2PT,0.0,False,2,PT06M30.00S
P0250,0042500317,2026-06-01T03:52:17Z,PL_1631119,Missed Shot,2PT,13.0,False,2,PT06M20.00S
P0251,0042500317,2026-06-01T03:52:22Z,PL_1610612760,Rebound,2PT,0.0,False,2,PT06M18.00S
P0254,0042500317,2026-06-01T03:52:27Z,PL_1628983,Missed Shot,2PT,15.0,False,2,PT06M11.00S
P0255,0042500317,2026-06-01T03:52:32Z,PL_1631119,Rebound,2PT,0.0,False,2,PT06M08.00S
P0256,0042500317,2026-06-01T03:52:37Z,PL_1628983,Made Shot,2PT,1.0,False,2,PT06M05.00S
P0258,0042500317,2026-06-01T03:52:42Z,PL_1630577,Missed Shot,3PT,28.0,False,2,PT05M50.00S
P0259,0042500317,2026-06-01T03:52:47Z,PL_1631119,Rebound,2PT,0.0,False,2,PT05M49.00S
P0261,0042500317,2026-06-01T03:52:52Z,PL_1630577,Foul,2PT,0.0,False,2,PT05M30.00S
P0263,0042500317,2026-06-01T03:52:57Z,PL_1631096,Free Throw,FT,0.0,False,2,PT05M30.00S
P0264,0042500317,2026-06-01T03:53:02Z,PL_1610612760,Rebound,2PT,0.0,False,2,PT05M30.00S
P0265,0042500317,2026-06-01T03:53:07Z,PL_1628368,Substitution,2PT,0.0,False,2,PT05M30.00S
P0267,0042500317,2026-06-01T03:53:12Z,PL_1631096,Free Throw,FT,0.0,False,2,PT05M30.00S
P0268,0042500317,2026-06-01T03:53:17Z,PL_1642264,Rebound,2PT,0.0,False,2,PT05M28.00S
P0269,0042500317,2026-06-01T03:53:22Z,PL_1631119,Foul,2PT,0.0,False,2,PT05M23.00S
P0271,0042500317,2026-06-01T03:53:27Z,PL_1641717,Substitution,2PT,0.0,False,2,PT05M23.00S
P0273,0042500317,2026-06-01T03:53:32Z,PL_1642264,Missed Shot,2PT,2.0,False,2,PT05M13.00S
P0274,0042500317,2026-06-01T03:53:37Z,PL_1610612760,Rebound,2PT,0.0,False,2,PT05M13.00S
P0276,0042500317,2026-06-01T03:53:42Z,PL_1628983,Made Shot,2PT,18.0,False,2,PT05M02.00S
P0277,0042500317,2026-06-01T03:53:47Z,PL_1630170,Missed Shot,2PT,1.0,False,2,PT04M42.00S
P0278,0042500317,2026-06-01T03:53:52Z,PL_1642264,Rebound,2PT,0.0,False,2,PT04M40.00S
P0279,0042500317,2026-06-01T03:53:57Z,PL_1642264,Made Shot,2PT,2.0,False,2,PT04M39.00S
P0280,0042500317,2026-06-01T03:54:02Z,PL_1631119,Made Shot,2PT,6.0,False,2,PT04M32.00S
P0282,0042500317,2026-06-01T03:54:07Z,PL_1641705,Missed Shot,2PT,8.0,False,2,PT04M14.00S
P0283,0042500317,2026-06-01T03:54:12Z,PL_1642844,Rebound,2PT,0.0,False,2,PT04M12.00S
P0284,0042500317,2026-06-01T03:54:17Z,PL_1641705,Missed Shot,3PT,28.0,False,2,PT04M10.00S
P0285,0042500317,2026-06-01T03:54:22Z,PL_1627936,Rebound,2PT,0.0,False,2,PT04M10.00S
P0286,0042500317,2026-06-01T03:54:27Z,PL_1628983,Made Shot,2PT,15.0,False,2,PT03M50.00S
P0288,0042500317,2026-06-01T03:54:32Z,PL_1641705,Missed Shot,2PT,9.0,False,2,PT03M30.00S
P0289,0042500317,2026-06-01T03:54:37Z,PL_1631119,Rebound,2PT,0.0,False,2,PT03M29.00S
P0290,0042500317,2026-06-01T03:54:42Z,PL_1627936,Turnover,2PT,0.0,False,2,PT03M11.00S
P0290,0042500317,2026-06-01T03:54:47Z,PL_1642264,,2PT,0.0,False,2,PT03M11.00S
P0292,0042500317,2026-06-01T03:54:52Z,PL_1627936,Foul,2PT,0.0,False,2,PT03M09.00S
P0294,0042500317,2026-06-01T03:54:57Z,PL_292,Instant Replay,2PT,0.0,False,2,PT03M09.00S
P0295,0042500317,2026-06-01T03:55:02Z,PL_1642844,Substitution,2PT,0.0,False,2,PT03M09.00S
P0297,0042500317,2026-06-01T03:55:07Z,PL_1642264,Free Throw,FT,0.0,False,2,PT03M09.00S
P0298,0042500317,2026-06-01T03:55:12Z,PL_1630577,Substitution,2PT,0.0,False,2,PT03M09.00S
P0300,0042500317,2026-06-01T03:55:17Z,PL_1642264,Free Throw,FT,0.0,False,2,PT03M09.00S
P0301,0042500317,2026-06-01T03:55:22Z,PL_1631119,Rebound,2PT,0.0,False,2,PT03M07.00S
P0302,0042500317,2026-06-01T03:55:27Z,PL_1628983,Made Shot,2PT,17.0,False,2,PT02M52.00S
P0304,0042500317,2026-06-01T03:55:32Z,PL_1628368,Made Shot,2PT,14.0,False,2,PT02M36.00S
P0305,0042500317,2026-06-01T03:55:37Z,PL_1629652,Missed Shot,2PT,12.0,False,2,PT02M22.00S
P0306,0042500317,2026-06-01T03:55:42Z,PL_1628983,Rebound,2PT,0.0,False,2,PT02M20.00S
P0307,0042500317,2026-06-01T03:55:47Z,PL_1629652,Made Shot,3PT,25.0,False,2,PT02M17.00S
P0309,0042500317,2026-06-01T03:55:52Z,PL_1629640,Missed Shot,3PT,24.0,False,2,PT01M55.00S
P0310,0042500317,2026-06-01T03:55:57Z,PL_1628983,Rebound,2PT,0.0,False,2,PT01M53.00S
P0311,0042500317,2026-06-01T03:56:02Z,PL_1631119,Made Shot,2PT,15.0,False,2,PT01M33.00S
P0313,0042500317,2026-06-01T03:56:07Z,PL_1628368,Turnover,2PT,0.0,False,2,PT01M17.00S
P0313,0042500317,2026-06-01T03:56:12Z,PL_1631096,,2PT,0.0,False,2,PT01M17.00S
P0315,0042500317,2026-06-01T03:56:17Z,PL_1629640,Foul,2PT,0.0,False,2,PT01M17.00S
P0317,0042500317,2026-06-01T03:56:22Z,PL_1631096,Free Throw,FT,0.0,False,2,PT01M17.00S
P0318,0042500317,2026-06-01T03:56:27Z,PL_1631096,Free Throw,FT,0.0,False,2,PT01M17.00S
P0321,0042500317,2026-06-01T03:56:32Z,PL_1628368,Made Shot,3PT,26.0,False,2,PT00M54.30S
P0323,0042500317,2026-06-01T03:56:37Z,PL_1628983,Turnover,2PT,0.0,False,2,PT00M39.50S
P0323,0042500317,2026-06-01T03:56:42Z,PL_1630170,,2PT,0.0,False,2,PT00M39.50S
P0325,0042500317,2026-06-01T03:56:47Z,PL_1642264,Missed Shot,2PT,2.0,False,2,PT00M35.20S
P0325,0042500317,2026-06-01T03:56:52Z,PL_1628983,,2PT,0.0,False,2,PT00M35.20S
P0327,0042500317,2026-06-01T03:56:57Z,PL_1629640,Rebound,2PT,0.0,False,2,PT00M35.20S
P0328,0042500317,2026-06-01T03:57:02Z,PL_1629640,Made Shot,2PT,2.0,False,2,PT00M35.20S
P0329,0042500317,2026-06-01T03:57:07Z,PL_1627936,Missed Shot,2PT,8.0,False,2,PT00M28.60S
P0330,0042500317,2026-06-01T03:57:12Z,PL_1630170,Rebound,2PT,0.0,False,2,PT00M26.70S
P0331,0042500317,2026-06-01T03:57:17Z,PL_1641705,Made Shot,2PT,13.0,False,2,PT00M04.90S
P0333,0042500317,2026-06-01T03:57:22Z,PL_1627936,Missed Shot,3PT,26.0,False,2,PT00M00.20S
P0334,0042500317,2026-06-01T03:57:27Z,PL_1610612760,Rebound,2PT,0.0,False,2,PT00M00.20S
P0341,0042500317,2026-06-01T03:57:42Z,PL_1631119,Missed Shot,3PT,0.0,False,3,PT11M45.00S
P0342,0042500317,2026-06-01T03:57:47Z,PL_1630170,Rebound,2PT,0.0,False,3,PT11M41.00S
P0343,0042500317,2026-06-01T03:57:52Z,PL_1628368,Missed Shot,3PT,0.0,False,3,PT11M25.00S
P0344,0042500317,2026-06-01T03:57:57Z,PL_1627936,Rebound,2PT,0.0,False,3,PT11M21.00S
P0345,0042500317,2026-06-01T03:58:02Z,PL_1627936,Missed Shot,2PT,6.0,False,3,PT11M04.00S
